"record_type","entity_type","id","tipo_alerta","fecha","severidad","descripcion","resuelta","nombre","codigo","ciudad","tipo","riesgo","nivel_riesgo","edad","genero","fecha_registro","email","telefono","categoria","saldo","estado","fecha_apertura","limite_credito","ip_address","user_agent","ultima_conexion","numero","fecha_expiracion","limite","monto","fraudulenta","canal","razones_sospecha","latitud","longitud","pais","direccion","start_id","end_id","distancia_km","es_anomala","cambio_pais","fecha_destino","tipo_destino","es_sospechosa","frecuencia_cliente","es_comercio_habitual","coincidencia_categoria","score_riesgo","regla_activada","prioridad","fecha_origen","tipo_operacion","es_inusual","fecha_asociacion","canal_apertura","verificada","fecha_asignacion","tipo_relacion","es_principal","fecha_emision","estado_asignacion","fecha_uso","primera_vez","veces_usado","dispositivo_nuevo","coincidencia_usuario","metodo_autenticacion","intento_fallido","tarjeta_nueva"
"node","Alerta","ALT-0030","device_sharing","2026-05-01 02:50:40","media","Ab blanditiis suscipit est ipsum.","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Alerta","ALT-0031","geoloc_anomala","2026-04-27 17:31:57","media","Rem ipsum suscipit soluta dolor.","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Alerta","ALT-0032","fraude_confirmado","2026-04-24 04:03:03","alta","Quis exercitationem aperiam reprehenderit veritatis perferendis.","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Alerta","ALT-0033","geoloc_anomala","2026-04-08 22:27:36","critica","Et ex fugit itaque nisi.","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Alerta","ALT-0034","velocity","2026-04-22 10:53:39","critica","Velit error earum.","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Alerta","ALT-0035","velocity","2026-04-07 18:31:00","media","Porro dolores nulla eos.","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Alerta","ALT-0036","velocity","2026-04-26 03:41:51","media","Dolorem voluptatibus doloremque aperiam ex.","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Alerta","ALT-0037","geoloc_anomala","2026-04-18 10:33:17","media","Fugit amet labore vel nemo itaque doloremque.","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Alerta","ALT-0038","velocity","2026-04-24 23:21:18","alta","Quas eaque aliquam qui.","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Alerta","ALT-0039","geoloc_anomala","2026-04-16 06:57:12","alta","Ipsa natus facere fugit ducimus dolor distinctio.","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Alerta","ALT-0040","fraude_confirmado","2026-04-19 08:20:17","critica","Debitis optio doloremque necessitatibus maiores magni placeat.","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Alerta","ALT-0041","velocity","2026-04-04 15:49:52","baja","Dolor vitae vero amet aperiam nostrum molestiae quidem.","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Alerta","ALT-0042","geoloc_anomala","2026-04-26 05:12:11","media","Iste doloremque nobis dicta aut.","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Alerta","ALT-0043","fraude_confirmado","2026-04-27 19:45:53","critica","Aperiam nesciunt accusamus earum saepe.","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Alerta","ALT-0044","device_sharing","2026-04-14 06:16:20","critica","Veritatis perspiciatis aliquam.","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Alerta","ALT-0045","device_sharing","2026-04-30 22:35:04","baja","Optio recusandae sapiente eligendi ea.","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Alerta","ALT-0046","device_sharing","2026-04-04 00:44:55","media","Praesentium nesciunt sed sequi qui.","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Alerta","ALT-0047","velocity","2026-04-22 00:49:52","media","Earum ipsa eum quibusdam accusantium eveniet.","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Alerta","ALT-0048","geoloc_anomala","2026-04-08 09:49:14","alta","Nemo deleniti assumenda ut.","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Alerta","ALT-0049","fraude_confirmado","2026-04-26 20:05:17","media","Accusamus quae eligendi nisi explicabo tempora.","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Banco","BAN-000",,,,,,"Banco Inmobiliaria YX S.Coop.","BC000","Santa Cruz de Tenerife","internacional","2","Bajo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Banco","BAN-001",,,,,,"Banco Comercial Integrales S.L.L.","BC001","Tarragona","internacional","9","Alto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Banco","BAN-002",,,,,,"Banco Servicios CII S.Coop.","BC002","Ourense","comercial","8","Alto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Banco","BAN-003",,,,,,"Banco Hnos Pujadas S.L.N.E","BC003","Cáceres","cooperativa","2","Bajo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Banco","BAN-004",,,,,,"Banco Casado & Asociados S.A.T.","BC004","Lleida","internacional","6","Medio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Banco","BAN-005",,,,,,"Banco Hermanos Llopis S.Com.","BC005","Álava","internacional","3","Medio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Banco","BAN-006",,,,,,"Banco Doménech y asociados S.Coop.","BC006","Santa Cruz de Tenerife","cooperativa","5","Bajo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Banco","BAN-007",,,,,,"Banco Alegre y asociados S.A.","BC007","Segovia","comercial","3","Bajo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Banco","BAN-008",,,,,,"Banco Restauración Paz S.L.N.E","BC008","Zaragoza","cooperativa","5","Bajo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Banco","BAN-009",,,,,,"Banco Grupo Rivas S.L.","BC009","Málaga","central","9","Alto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0000",,,,,,"Íñigo Humberto Peralta Muñoz",,,,"10","Bajo","64","Femenino","2025-03-23","celestinoromeu@example.net","+34822660945",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0001",,,,,,"Coral Figuerola-Ferrándiz",,,,"7","Alto","60","Masculino","2025-07-23","ramona48@example.net","+34 969 069 885",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0002",,,,,,"Toribio Robledo Segura",,,,"5","Bajo","61","Femenino","2025-05-03","rmoliner@example.org","+34845367119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0003",,,,,,"José Manuel Duque-Conesa",,,,"10","Medio","22","Femenino","2025-06-08","consuelocuesta@example.org","+34 971678647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0004",,,,,,"Eligia Alcalde Sanabria",,,,"8","Alto","27","Femenino","2025-02-27","pascuala07@example.com","+34607 92 47 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0005",,,,,,"Rubén del Armas",,,,"4","Medio","51","Femenino","2025-12-18","alejo78@example.com","+34886630219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0006",,,,,,"Sarita Herranz Checa",,,,"6","Bajo","45","Masculino","2026-04-03","bbenavent@example.org","+34923 509 311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0007",,,,,,"Dulce Pedrero Sureda",,,,"3","Medio","77","Masculino","2024-11-13","maristela45@example.net","+34 839 83 99 57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0008",,,,,,"Ainoa del Zamora",,,,"3","Alto","19","Femenino","2024-09-23","chucho68@example.org","+34 880 04 19 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0009",,,,,,"Saturnino Reina Tello",,,,"5","Bajo","33","Otro","2025-04-13","tristanpareja@example.org","+34 822 931 180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0010",,,,,,"Pilar Salinas Ramón",,,,"8","Medio","75","Femenino","2024-05-02","franciscopedrosa@example.com","+34800 467 567",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0011",,,,,,"Diego Roda González",,,,"5","Bajo","45","Masculino","2025-02-08","cirinoalbero@example.com","+34 843 16 79 31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0012",,,,,,"Felicia Mancebo Prats",,,,"6","Alto","40","Otro","2025-07-15","saritamariscal@example.org","+34879 33 24 72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0013",,,,,,"Odalys Pozo Casares",,,,"4","Bajo","31","Otro","2024-11-03","nieves74@example.org","+34 926053010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0014",,,,,,"Vito Acedo Nebot",,,,"6","Bajo","53","Masculino","2026-03-27","wbaez@example.com","+34 920 807 283",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0015",,,,,,"Joaquín Donoso-Noriega",,,,"8","Alto","28","Masculino","2025-05-10","qpino@example.net","+34707 163 959",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0016",,,,,,"Lara Pavón Sala",,,,"7","Medio","57","Otro","2025-07-18","rosaliaalarcon@example.org","+34 980 23 55 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0017",,,,,,"Lola Menendez Llopis",,,,"3","Medio","76","Masculino","2024-06-02","cuencaambar@example.net","+34800190522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0018",,,,,,"Eloy Barriga Carlos",,,,"6","Medio","21","Otro","2025-12-07","carroeusebio@example.com","+34 807443916",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0019",,,,,,"Reyna Pardo Padilla",,,,"1","Medio","67","Femenino","2026-03-12","cruzsantana@example.com","+34826659478",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0020",,,,,,"Marco García Bas",,,,"4","Medio","79","Otro","2025-07-23","sanzregina@example.org","+34 884 56 90 85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0021",,,,,,"Esteban Nebot Mayol",,,,"6","Alto","34","Otro","2025-08-18","rosalvanarvaez@example.com","+34847630263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0022",,,,,,"Alicia Fiol Larrea",,,,"3","Alto","51","Masculino","2025-10-17","esalmeron@example.net","+34884594855",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0023",,,,,,"Herberto Llorens Fuente",,,,"7","Bajo","23","Masculino","2024-06-01","teodosio44@example.net","+34973 222 922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0024",,,,,,"Guillermo de Ibarra",,,,"4","Medio","59","Masculino","2026-03-05","noe07@example.com","+34822 800 374",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0025",,,,,,"María Luisa Morillo Santana",,,,"8","Bajo","38","Otro","2025-11-13","flloret@example.net","+34825 091 438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0026",,,,,,"Imelda Griselda Iriarte Sobrino",,,,"4","Alto","38","Femenino","2025-01-17","teresaprado@example.com","+34975 868 836",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0027",,,,,,"Consuela Borrell Rubio",,,,"10","Medio","36","Otro","2026-03-30","ildefonsobarrios@example.org","+34982 86 72 00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0028",,,,,,"Tomasa Rosado Ramón",,,,"10","Bajo","63","Otro","2024-11-29","maximilianoblazquez@example.com","+34 972122414",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0029",,,,,,"Mateo Guitart Miró",,,,"3","Bajo","67","Masculino","2025-04-16","galanvinicio@example.net","+34883 83 93 34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0030",,,,,,"Manuel del Bonet",,,,"8","Alto","69","Masculino","2026-04-18","wtorrecilla@example.com","+34729704395",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0031",,,,,,"Alex Llano-Plana",,,,"3","Bajo","32","Masculino","2024-08-07","baudeliovilar@example.org","+34820 295 818",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0032",,,,,,"Nidia Iglesia Rius",,,,"6","Medio","29","Femenino","2025-01-24","yaiza70@example.org","+34 913432439",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0033",,,,,,"Cleto Benito Perez",,,,"8","Alto","38","Otro","2024-07-28","pmelero@example.net","+34 900524665",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0034",,,,,,"Bernardita Narcisa Guillen Bernal",,,,"7","Bajo","31","Otro","2025-08-19","xangel@example.net","+34949182815",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0035",,,,,,"María Blázquez Nuñez",,,,"7","Alto","71","Femenino","2024-09-24","epifanioraya@example.net","+34 872204143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0036",,,,,,"Paola Cabrero Borrás",,,,"7","Medio","40","Femenino","2024-10-11","ruthbustos@example.org","+34 928159390",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0037",,,,,,"Claudio Aroca-Maza",,,,"7","Medio","34","Masculino","2025-06-23","ani29@example.org","+34 922 068 658",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0038",,,,,,"Román Valentín Rivas",,,,"10","Bajo","20","Otro","2026-03-17","felix87@example.com","+34820312216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0039",,,,,,"Carmina Vidal Lastra",,,,"4","Alto","50","Otro","2025-04-23","pamaya@example.net","+34 824 10 40 98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0040",,,,,,"Sebastian de Cuenca",,,,"2","Alto","41","Masculino","2024-08-25","maria-jesus79@example.net","+34 814 99 69 74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0041",,,,,,"Martin Sanjuan Andrade",,,,"4","Medio","25","Masculino","2024-05-30","paco65@example.com","+34941 345 794",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0042",,,,,,"Julián Pozuelo Roma",,,,"3","Bajo","31","Masculino","2025-06-06","tecla02@example.org","+34 846837495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0043",,,,,,"Inmaculada Segovia Coronado",,,,"3","Medio","33","Masculino","2025-05-20","oliverjacinta@example.net","+34 878161884",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"node","Cliente","CLI-0044",,,,,,"Xavier Ángel Pardo",,,,"6","Medio","66","Femenino","2026-02-03","delfina32@example.net","+34 949336178",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
