record_type,entity_type,id,tipo_alerta,fecha,severidad,descripcion,resuelta,nombre,codigo,ciudad,tipo,riesgo,nivel_riesgo,edad,genero,fecha_registro,email,telefono,categoria,saldo,estado,fecha_apertura,limite_credito,ip_address,user_agent,ultima_conexion,numero,fecha_expiracion,limite,monto,fraudulenta,canal,razones_sospecha,latitud,longitud,pais,direccion,start_id,end_id,distancia_km,es_anomala,cambio_pais,fecha_destino,tipo_destino,es_sospechosa,frecuencia_cliente,es_comercio_habitual,coincidencia_categoria,score_riesgo,regla_activada,prioridad,fecha_origen,tipo_operacion,es_inusual,fecha_asociacion,canal_apertura,verificada,fecha_asignacion,tipo_relacion,es_principal,fecha_emision,estado_asignacion,fecha_uso,primera_vez,veces_usado,dispositivo_nuevo,coincidencia_usuario,metodo_autenticacion,intento_fallido,tarjeta_nueva
node,Comercio,COM-04018,,,,,,Comercio 5-17,,Madrid,,False,,,,,,,Viajes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Comercio,COM-04019,,,,,,Comercio 5-18,,Miami,,True,,,,,,,Electronica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Comercio,COM-04020,,,,,,Comercio 5-19,,Guatemala,,False,,,,,,,Alimentos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Comercio,COM-04021,,,,,,Comercio 5-20,,Quetzaltenango,,False,,,,,,,Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Comercio,COM-04022,,,,,,Comercio 5-21,,Antigua Guatemala,,False,,,,,,,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Comercio,COM-04023,,,,,,Comercio 5-22,,San Salvador,,False,,,,,,,Apuestas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Comercio,COM-04024,,,,,,Comercio 5-23,,Ciudad de Mexico,,False,,,,,,,Cripto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Comercio,COM-04025,,,,,,Comercio 5-24,,Bogota,,False,,,,,,,Viajes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04001,,,,,,,,,Movil,,,,,,,,,,,,,10.5.0.1,FraudLabBrowser/5.0,2026-05-06T08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04001,UBI-04001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04002,,,,,,,,,Laptop,,,,,,,,,,,,,10.5.0.2,FraudLabBrowser/5.1,2026-05-06T08:07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T08:07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04002,UBI-04002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04003,,,,,,,,,Tablet,,,,,,,,,,,,,10.5.0.3,FraudLabBrowser/5.2,2026-05-06T08:14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T08:14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04003,UBI-04003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04004,,,,,,,,,Movil,,,,,,,,,,,,,10.5.0.4,FraudLabBrowser/5.3,2026-05-06T08:21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T08:21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04004,UBI-04004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04005,,,,,,,,,Laptop,,,,,,,,,,,,,10.5.0.5,FraudLabBrowser/5.4,2026-05-06T08:28:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T08:28:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04005,UBI-04005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04006,,,,,,,,,Tablet,,,,,,,,,,,,,10.5.0.6,FraudLabBrowser/5.5,2026-05-06T08:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T08:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04006,UBI-04006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04007,,,,,,,,,Movil,,,,,,,,,,,,,10.5.0.7,FraudLabBrowser/5.6,2026-05-06T08:42:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T08:42:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04007,UBI-04007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04008,,,,,,,,,Laptop,,,,,,,,,,,,,10.5.0.8,FraudLabBrowser/5.7,2026-05-06T08:49:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T08:49:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04008,UBI-04008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04009,,,,,,,,,Tablet,,,,,,,,,,,,,10.5.0.9,FraudLabBrowser/5.8,2026-05-06T08:56:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T08:56:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04009,UBI-04009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04010,,,,,,,,,Movil,,,,,,,,,,,,,10.5.0.10,FraudLabBrowser/5.9,2026-05-06T09:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T09:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04010,UBI-04010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04011,,,,,,,,,Laptop,,,,,,,,,,,,,10.5.0.11,FraudLabBrowser/5.0,2026-05-06T09:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T09:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04011,UBI-04011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04012,,,,,,,,,Tablet,,,,,,,,,,,,,10.5.0.12,FraudLabBrowser/5.1,2026-05-06T09:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T09:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04012,UBI-04012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04013,,,,,,,,,Movil,,,,,,,,,,,,,10.5.0.13,FraudLabBrowser/5.2,2026-05-06T09:24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T09:24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04013,UBI-04013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04014,,,,,,,,,Laptop,,,,,,,,,,,,,10.5.0.14,FraudLabBrowser/5.3,2026-05-06T09:31:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T09:31:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04014,UBI-04014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04015,,,,,,,,,Tablet,,,,,,,,,,,,,10.5.0.15,FraudLabBrowser/5.4,2026-05-06T09:38:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T09:38:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04015,UBI-04015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04016,,,,,,,,,Movil,,,,,,,,,,,,,10.5.0.16,FraudLabBrowser/5.5,2026-05-06T09:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T09:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04016,UBI-04016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04017,,,,,,,,,Laptop,,,,,,,,,,,,,10.5.0.17,FraudLabBrowser/5.6,2026-05-06T09:52:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T09:52:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04017,UBI-04017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04018,,,,,,,,,Tablet,,,,,,,,,,,,,10.5.0.18,FraudLabBrowser/5.7,2026-05-06T09:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T09:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04018,UBI-04018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04019,,,,,,,,,Movil,,,,,,,,,,,,,10.5.0.19,FraudLabBrowser/5.8,2026-05-06T10:06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T10:06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04019,UBI-04019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04020,,,,,,,,,Laptop,,,,,,,,,,,,,10.5.0.20,FraudLabBrowser/5.9,2026-05-06T10:13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T10:13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04020,UBI-04020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04021,,,,,,,,,Tablet,,,,,,,,,,,,,10.5.0.21,FraudLabBrowser/5.0,2026-05-06T10:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T10:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04021,UBI-04021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04022,,,,,,,,,Movil,,,,,,,,,,,,,10.5.0.22,FraudLabBrowser/5.1,2026-05-06T10:27:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,LOCALIZADO_EN,,,2026-05-06T10:27:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIS-04022,UBI-04022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,Dispositivo,DIS-04023,,,,,,,,,Laptop,,,,,,,,,,,,,10.5.0.23,FraudLabBrowser/5.2,2026-05-06T10:34:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
